"file","language","code","blank","comment"
".\src\app\wingull\pueblos\[pueblo]\_components\properties\PropertiesCTA.tsx","TypeScript","44","5","0"
".\src\components\ui\primitives\switch.tsx","TypeScript","44","7","0"
".\src\lib\intlUtils.ts","TypeScript","44","5","37"
".\src\components\smartrotom\ficusai\ChatInput.tsx","TypeScript","44","3","0"
".\src\components\ui\primitives\avatar.tsx","TypeScript","44","6","0"
".\src\app\smartrotom\pc\components\layout\LoadingOverlay.tsx","TypeScript","44","1","0"
".\src\app\(boffmedia)\admin\events\_components\games\GameCreateDialog.tsx","TypeScript","44","7","0"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamCreateDialog.tsx","TypeScript","44","7","0"
".\playwright.config.ts","TypeScript","44","3","0"
".\src\app\(boffmedia)\admin\events\_components\games\GameCard.tsx","TypeScript","44","3","0"
".\src\app\smartrotom\chatapp\_hooks\useGetChats.ts","TypeScript","44","10","2"
".\src\app\smartrotom\mewtwitch\stream\_components\StreamStats.tsx","TypeScript","44","8","0"
".\src\app\battlesim\calc\_utils\statCalculator.ts","TypeScript","44","6","15"
".\src\app\battlesim\dex\_components\PokemonTypeChip.tsx","TypeScript","44","4","0"
".\src\app\smartrotom\taxi\hooks\useStopPositions.ts","TypeScript","43","3","0"
".\src\components\boffmedia\tools\ExternalResources.tsx","TypeScript","43","3","0"
".\src\components\smartrotom\ClickableClock.tsx","TypeScript","43","3","0"
".\src\app\smartrotom\mina\historial\page.tsx","TypeScript","43","2","0"
".\scripts\cloc-files-by-size.ps1","PowerShell","43","9","2"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamsList.tsx","TypeScript","43","4","0"
".\src\app\smartrotom\chatapp\_components\ChatBubble.tsx","TypeScript","43","2","0"
".\src\components\common\map\BaseMarker.tsx","TypeScript","42","4","0"
".\src\app\smartrotom\taxi\components\map\TaxiStopMarker.tsx","TypeScript","42","3","0"
".\src\services\mcef\mcefHelper.ts","TypeScript","42","3","0"
".\src\components\ui\primitives\progress.tsx","TypeScript","42","7","0"
".\src\app\smartrotom\arcade\test\_components\SpriteRenderer.tsx","TypeScript","42","4","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\_components\CardsList.tsx","TypeScript","42","2","0"
".\src\app\(boffmedia)\(herramientas)\otros\sorteos\_components\SpinnerItem.tsx","TypeScript","42","5","0"
".\src\app\battlesim\calc\_components\panel\BasicInfo.tsx","TypeScript","42","4","0"
".\src\app\battlesim\_components\PokemonSprite.tsx","TypeScript","42","10","0"
".\src\app\battlesim\calc\_utils\generations.ts","TypeScript","41","8","5"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamErrorState.tsx","TypeScript","41","3","0"
".\src\app\battlesim\replay\_components\types.ts","TypeScript","41","6","2"
".\src\services\useSocketAuth.ts","TypeScript","41","9","15"
".\src\app\smartrotom\mewtube\channel\_components\ChannelStats.tsx","TypeScript","41","4","0"
".\src\app\(boffmedia)\admin\events\_components\achievements\AchievementErrorState.tsx","TypeScript","41","3","0"
".\src\app\(boffmedia)\(eventos)\eventos\sugerir\_components\SuggestEventSuccess.tsx","TypeScript","41","5","0"
".\src\app\(boffmedia)\admin\events\_components\events\EventErrorState.tsx","TypeScript","41","3","0"
".\src\app\(boffmedia)\admin\events\_components\games\GamesList.tsx","TypeScript","41","4","0"
".\src\app\(boffmedia)\admin\events\_components\games\GameErrorState.tsx","TypeScript","41","3","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\decorative\SvgWaveTransition.tsx","TypeScript","40","2","0"
".\src\app\wingull\pueblos\[pueblo]\_components\map\NavigationControls.tsx","TypeScript","40","3","0"
".\src\app\smartrotom\taxi\components\map\MapControlPanel.tsx","TypeScript","40","5","0"
".\src\components\ui\form\FormField.tsx","TypeScript","40","3","0"
".\src\tools\components\PokemonList.tsx","TypeScript","40","9","0"
".\src\services\useBoffSession.ts","TypeScript","40","9","2"
".\src\components\ui\primitives\hover-card.tsx","TypeScript","40","8","0"
".\src\app\battlesim\types.ts","TypeScript","40","8","13"
".\src\app\(boffmedia)\(eventos)\clasificacion\_components\leaderboard\MedalsLeaderboard.tsx","TypeScript","40","5","0"
".\src\app\(boffmedia)\(eventos)\clasificacion\_components\leaderboard\AchievementsLeaderboard.tsx","TypeScript","40","4","0"
".\src\app\not-found.tsx","TypeScript","40","2","0"
".\src\app\smartrotom\starbank\calendario\_components\FilterPopover.tsx","TypeScript","40","3","0"
".\src\app\smartrotom\starbank\_components\SummaryCard.tsx","TypeScript","40","4","0"
".\src\app\smartrotom\arcade\loot\_components\selector\OpenBoxButton.tsx","TypeScript","40","4","1"
".\src\app\smartrotom\starbank\_components\chart2.tsx","TypeScript","39","4","1"
".\src\components\ui\primitives\separator.tsx","TypeScript","39","7","0"
".\Dockerfile","Dockerfile","39","14","9"
".\src\app\smartrotom\arcade\_components\daily\StreakHeader.tsx","TypeScript","39","2","0"
".\src\components\smartrotom\MinecraftSkinServerBak.tsx","TypeScript","38","14","3"
".\src\components\boffmedia\layouts\GameToolsLayout\MobileHeader.tsx","TypeScript","38","3","1"
".\src\components\smartrotom\shared\BaseTabs.tsx","TypeScript","38","6","0"
".\src\hooks\misiones\useGetCustomNpcImage.ts","TypeScript","38","5","0"
".\src\components\ui\primitives\checkbox.tsx","TypeScript","38","7","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\decorative\FloatingOrb.tsx","TypeScript","38","4","0"
".\src\app\smartrotom\mewtwitch\video\_components\VideoStats.tsx","TypeScript","38","7","0"
".\src\app\smartrotom\mewtube\_components\ChannelCard.tsx","TypeScript","38","4","0"
".\src\app\smartrotom\taxi\components\map\TrajectoryLine.tsx","TypeScript","38","5","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\cards\BasicCard.tsx","TypeScript","38","4","0"
".\src\app\smartrotom\tiempo\_hooks\useGetWeather.ts","TypeScript","38","9","0"
".\src\components\ui\navigation\BotonNav.tsx","TypeScript","37","7","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\image\ImageIndicators.tsx","TypeScript","37","2","0"
".\src\hooks\starbank\useTransfer.ts","TypeScript","37","5","0"
".\src\types\index.ts","TypeScript","37","8","0"
".\src\providers\SpriteManifestProvider.tsx","TypeScript","37","7","3"
".\src\app\smartrotom\taxi\components\TaxiHeader.tsx","TypeScript","37","6","0"
".\src\app\smartrotom\(debug)\components\page.tsx","TypeScript","37","6","0"
".\src\app\battlesim\dex\_components\DexLayout.tsx","TypeScript","37","7","0"
".\src\app\smartrotom\arcade\voltorb\_components\Scoreboard.tsx","TypeScript","37","4","0"
".\src\app\smartrotom\starbank\_components\BankSection.tsx","TypeScript","37","6","0"
".\src\app\smartrotom\mewtwitch\_components\GameCard.tsx","TypeScript","37","4","1"
".\src\app\smartrotom\mewtwitch\user\_components\UserStats.tsx","TypeScript","36","4","0"
".\src\components\smartrotom\ficusai\PokemonHabitatCard.tsx","TypeScript","36","4","1"
".\src\app\smartrotom\arcade\_components\daily\DaysGrid.tsx","TypeScript","36","3","1"
".\src\app\(boffmedia)\(eventos)\eventos\_components\EventsLoading.tsx","TypeScript","36","2","0"
".\src\app\smartrotom\admin\_components\MatrixRain.tsx","TypeScript","36","14","10"
".\src\app\smartrotom\starbank\_components\AccountSelect.tsx","TypeScript","35","6","0"
".\src\app\smartrotom\pokedex\_types\spawnInfo.ts","TypeScript","35","6","0"
".\src\app\smartrotom\mewtube\video\_components\VideoStats.tsx","TypeScript","35","4","0"
".\src\app\smartrotom\taxi\components\RecentDestinations.tsx","TypeScript","35","4","0"
".\src\components\ui\Markdown.tsx","TypeScript","35","3","0"
".\src\components\smartrotom\RotomErrorBoundary.tsx","TypeScript","35","7","1"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\decorative\HeroBackground.tsx","TypeScript","35","4","0"
".\src\app\(clones)\ciclosimitacion\_components\Header.tsx","TypeScript","35","3","0"
".\src\app\(boffmedia)\_components\layout\FloatingSection.tsx","TypeScript","35","2","0"
".\scripts\cloc-files-by-size.sh","Bourne Shell","35","9","4"
".\src\app\SocketStatus.tsx","TypeScript","35","4","0"
".\src\app\smartrotom\arcade\_components\StarsBackground.tsx","TypeScript","35","5","0"
".\src\app\smartrotom\admin\_components\ScanLine.tsx","TypeScript","35","3","0"
".\src\app\layout.tsx","TypeScript","35","7","2"
".\src\app\smartrotom\starbank\_components\DashBoardSkeleton.tsx","TypeScript","34","4","0"
".\src\app\smartrotom\mewtwitch\history\_components\History.tsx","TypeScript","34","4","0"
".\src\hooks\documents\useGetAllNews.ts","TypeScript","34","5","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\section\SectionTemplate.tsx","TypeScript","34","3","0"
".\src\app\(boffmedia)\(eventos)\eventos\types.ts","TypeScript","34","4","0"
".\src\app\(boffmedia)\(eventos)\eventos\[id]\_components\LoadingSpinner.tsx","TypeScript","34","5","0"
".\src\app\smartrotom\arcade\_components\RainbowText.tsx","TypeScript","34","7","0"
".\src\app\battlesim\calc\_components\MoveSelector.tsx","TypeScript","34","2","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\section\SectionHeader.tsx","TypeScript","33","2","0"
".\src\components\common\pokemon\PokemonTypeIcon.tsx","TypeScript","33","3","0"
".\src\components\ui\primitives\label.tsx","TypeScript","33","8","0"
".\src\app\smartrotom\taxi\components\TabNavigation.tsx","TypeScript","33","2","0"
".\src\app\(boffmedia)\(eventos)\clasificacion\_components\leaderboard\GeneralLeaderboard.tsx","TypeScript","33","5","0"
".\src\app\(boffmedia)\(herramientas)\mhwilds\builds\planner\_components\ElementalResistances.tsx","TypeScript","33","3","0"
".\src\app\(boffmedia)\_components\Unauthorized.tsx","TypeScript","33","3","0"
".\src\app\smartrotom\mina\ranking\page.tsx","TypeScript","32","3","0"
".\src\app\smartrotom\arcade\_components\daily\StreakNotifications.tsx","TypeScript","32","5","15"
".\src\app\wingull\pueblos\[pueblo]\_components\map\MapContainer.tsx","TypeScript","32","4","0"
".\src\app\smartrotom\taxi\types\map.types.ts","TypeScript","32","5","0"
".\src\app\(boffmedia)\(eventos)\eventos\sugerir\_components\SubmitButton.tsx","TypeScript","32","3","0"
".\src\app\(boffmedia)\(eventos)\eventos\_components\EventsGrid.tsx","TypeScript","32","2","0"
".\src\app\smartrotom\arcade\_components\ArcadeFooter.tsx","TypeScript","32","2","0"
".\src\app\(boffmedia)\(eventos)\juegos\_components\GamesGrid.tsx","TypeScript","32","2","0"
".\src\app\smartrotom\mewtwitch\clip\_components\TwitchClipPlayer.tsx","TypeScript","31","3","1"
".\src\components\ui\primitives\textarea.tsx","TypeScript","31","5","0"
".\src\services\api\smartrotom\appsService.ts","TypeScript","31","9","27"
".\src\app\battlesim\_utils\game.ts","TypeScript","31","17","8"
".\src\app\battlesim\calc\_components\panel\PokemonSelector.tsx","TypeScript","31","2","0"
".\src\app\smartrotom\arcade\voltorb\_components\ScorePopup.tsx","TypeScript","31","5","0"
".\src\app\smartrotom\liga\_types\Battle.ts","TypeScript","30","4","0"
".\src\app\smartrotom\furrettoday\_util.tsx","TypeScript","30","8","2"
".\src\app\wingull\_components\BackgroundDecorations.tsx","TypeScript","30","3","0"
".\src\types\dto\battle-team.dto.ts","TypeScript","30","5","0"
".\src\tools\pmd-sky\_components\WonderMailDisplay.tsx","TypeScript","30","2","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\_components\PercentageToDecimal.tsx","TypeScript","30","4","0"
".\src\app\(boffmedia)\(herramientas)\otros\keys\_components\KeysHeader.tsx","TypeScript","30","1","0"
".\src\app\battlesim\calc\_components\panel\MovesPanel.tsx","TypeScript","30","3","0"
".\src\app\smartrotom\arcade\test\tama\types.ts","TypeScript","30","4","0"
".\src\app\smartrotom\arcade\loot\_components\collection\CollectionStats.tsx","TypeScript","30","4","0"
".\src\app\wingull\pueblos\[pueblo]\_components\map\BoundaryOverlay.tsx","TypeScript","29","1","0"
".\src\app\smartrotom\starbank\layout.tsx","TypeScript","29","5","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\decorative\DecorativeCorner.tsx","TypeScript","29","3","0"
".\tests\landing.spec.ts","TypeScript","29","14","13"
".\src\hooks\mina\useGetEnergy.ts","TypeScript","29","6","0"
".\src\app\smartrotom\starbank\_stores\useStarBankStore.ts","TypeScript","29","3","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\combates\_components\DeckDisplay.tsx","TypeScript","29","3","0"
".\src\app\(boffmedia)\(herramientas)\otros\keys\_components\Instructions.tsx","TypeScript","29","1","0"
".\src\app\(boffmedia)\layout.tsx","TypeScript","29","3","0"
".\src\app\smartrotom\misiones\_hooks\useGetRotomQuests.ts","TypeScript","29","4","0"
".\src\app\battlesim\dex\page.tsx","TypeScript","29","3","0"
".\src\hooks\useRotomRequest.ts","TypeScript","28","4","0"
".\src\hooks\useAudio.ts","TypeScript","28","6","3"
".\src\lib\ItemImage.tsx","TypeScript","28","5","0"
".\src\types\mina.ts","TypeScript","28","5","0"
".\src\lib\events.ts","TypeScript","28","3","9"
".\src\app\smartrotom\SmartRotomProviders.tsx","TypeScript","28","2","0"
".\src\app\smartrotom\(redirects)\pcold\page.tsx","TypeScript","28","4","0"
".\src\app\smartrotom\pokedex\_components\PokedexSection.tsx","TypeScript","28","1","0"
".\src\hooks\pokemon\useGetPokedex.ts","TypeScript","28","7","0"
".\src\components\smartrotom\ficusai\ChatMessages.tsx","TypeScript","28","4","0"
".\src\app\smartrotom\pokedex\entrada\[[...params]]\_components\TypeEffectivenessSection.tsx","TypeScript","27","2","0"
".\src\app\smartrotom\pasaporte\_components\IndexPage.tsx","TypeScript","27","3","0"
".\src\components\smartrotom\ui\badge.tsx","TypeScript","27","5","0"
".\src\app\smartrotom\taxi\hooks\useViewportDimensions.ts","TypeScript","27","7","3"
".\src\app\showdown\util\queryHandler.ts","TypeScript","27","4","0"
".\src\app\battlesim\dex\_components\TierBadge.tsx","TypeScript","27","4","0"
".\src\app\smartrotom\notas\_hooks\useGetDocuments.ts","TypeScript","27","3","0"
".\src\app\smartrotom\camara\_components\CameraControls.tsx","TypeScript","27","4","0"
".\src\components\smartrotom\ficusai\PokemonTypesCard.tsx","TypeScript","26","3","0"
".\src\components\smartrotom\ficusai\FicusAI.tsx","TypeScript","26","4","0"
".\src\components\smartrotom\ficusai\BiomeListCard.tsx","TypeScript","26","3","0"
".\src\tools\pmd-sky\_components\SettingsSection.tsx","TypeScript","26","4","0"
".\src\hooks\events\useCurrentParticipant.ts","TypeScript","26","5","0"
".\src\components\smartrotom\themes\index.ts","TypeScript","26","2","1"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\decorative\GradientBar.tsx","TypeScript","26","2","0"
".\src\app\(boffmedia)\_components\ui\EventImage.tsx","TypeScript","26","5","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\combates\utils\calculateTotalRewards.ts","TypeScript","26","4","0"
".\src\app\(boffmedia)\(eventos)\clasificacion\_components\PlayerCard.tsx","TypeScript","26","3","0"
".\src\app\smartrotom\starbank\bankUtils.ts","TypeScript","26","7","0"
".\src\app\smartrotom\admin\_components\TerminalLabel.tsx","TypeScript","26","2","0"
".\src\app\smartrotom\(redirects)\cartel\route.tsx","TypeScript","26","5","1"
".\src\components\smartrotom\youtube\VideoCard.tsx","TypeScript","25","3","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\decorative\FloatingAccent.tsx","TypeScript","25","3","0"
".\src\components\ui\display\LoadingSpinner.tsx","TypeScript","25","5","0"
".\src\tools\pmd-sky\_hooks\useWonderMail.ts","TypeScript","25","5","1"
".\src\components\ui\primitives\input.tsx","TypeScript","25","5","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\combates\types\index.ts","TypeScript","25","5","0"
".\src\app\(boffmedia)\(herramientas)\mhwilds\builds\planner\_components\utils.ts","TypeScript","25","5","3"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\types.ts","TypeScript","25","4","0"
".\src\app\smartrotom\arcade\loot\_hooks\useSpinnerAnimation.ts","TypeScript","25","3","0"
".\src\app\(boffmedia)\contacto\page.tsx","TypeScript","25","1","0"
".\src\components\ui\primitives\skeleton.tsx","TypeScript","24","5","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\decorative\DecorativeDivider.tsx","TypeScript","24","2","0"
".\src\app\smartrotom\starbank\_components\AccountImage.tsx","TypeScript","24","5","1"
".\src\services\api\smartrotom\uploadService.ts","TypeScript","24","4","9"
".\src\types\documents.ts","TypeScript","24","2","0"
".\src\types\chatApp.ts","TypeScript","24","1","0"
".\src\services\mcef\mcefPlaceholders.ts","TypeScript","24","0","0"
".\src\app\smartrotom\pokedex\_hooks\usePokemonSprite.tsx","TypeScript","24","4","0"
".\src\app\(boffmedia)\admin\events\_components\games\GameEmptyState.tsx","TypeScript","24","3","0"
".\src\app\(boffmedia)\admin\events\_components\events\EventEmptyState.tsx","TypeScript","24","3","0"
".\src\app\(boffmedia)\admin\events\_components\achievements\AchievementEmptyState.tsx","TypeScript","24","3","0"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamEmptyState.tsx","TypeScript","24","3","0"
".\src\app\smartrotom\arcade\test\tama\constants.ts","TypeScript","24","2","0"
".\src\app\showdown\util\types.ts","TypeScript","24","7","0"
".\src\app\battlesim\dex\_components\StatBar.tsx","TypeScript","24","3","1"
".\src\components\smartrotom\404.tsx","TypeScript","23","2","0"
".\src\app\smartrotom\mewtwitch\_components\ProfileHeader.tsx","TypeScript","23","3","0"
".\src\app\smartrotom\layout.tsx","TypeScript","23","2","0"
".\src\components\ui\ProfileImage.tsx","TypeScript","23","2","0"
".\src\components\smartrotom\twitch\GameCard.tsx","TypeScript","23","4","0"
".\src\components\smartrotom\Settings.tsx","TypeScript","23","3","0"
".\src\app\smartrotom\admin\_components\TerminalDecorations.tsx","TypeScript","23","4","0"
".\src\app\battlesim\calc\_components\GenerationSelector.tsx","TypeScript","23","3","0"
".\src\app\(boffmedia)\(eventos)\eventos\[id]\_components\Leaderboard.tsx","TypeScript","23","5","0"
".\src\app\smartrotom\furrettoday\_hooks\useGetNews.tsx","TypeScript","23","4","0"
".\src\app\smartrotom\arcade\voltorb\_components\VoltorbIcon.tsx","TypeScript","23","4","0"
".\src\app\smartrotom\admin\_components\TerminalHeader.tsx","TypeScript","23","2","0"
".\src\services\api\smartrotom\smartrotomService.ts","TypeScript","22","5","6"
".\src\components\smartrotom\youtube\ChannelCard.tsx","TypeScript","22","3","0"
".\src\tools\pmd-sky\_components\EuropeanVersionToggle.tsx","TypeScript","22","3","0"
".\src\types\intl.ts","TypeScript","22","6","7"
".\src\tools\pmd-sky\_components\PokemonSelector.tsx","TypeScript","22","2","0"
".\src\app\smartrotom\taxi\components\map\PlayerMarker.tsx","TypeScript","22","2","0"
".\src\app\smartrotom\admin\_components\EmptyState.tsx","TypeScript","22","2","0"
".\src\app\(clones)\ciclosimitacion\_components\Sidebar.tsx","TypeScript","22","3","0"
".\src\app\smartrotom\liga\camaralucha\ver\[id]\page.tsx","TypeScript","22","5","0"
".\src\app\smartrotom\pokedex\tipos\_components\TypeSelector.tsx","TypeScript","22","2","0"
".\src\app\smartrotom\mewtwitch\_components\TabsBlock.tsx","TypeScript","22","4","0"
".\src\providers\UserSocketListener.tsx","TypeScript","21","7","2"
".\src\providers\PokemonProvider.tsx","TypeScript","21","5","1"
".\src\tools\pmd-sky\_components\GenerateButton.tsx","TypeScript","21","3","0"
".\src\proxy.ts","TypeScript","21","7","12"
".\src\components\ui\Hora.tsx","TypeScript","21","4","1"
".\src\app\smartrotom\mewtube\video\_components\VideoPlayer.tsx","TypeScript","21","2","0"
".\src\app\battlesim\calc\_components\DamageResults.tsx","TypeScript","21","6","0"
".\src\components\smartrotom\WebExternav2.tsx","TypeScript","21","5","0"
".\src\app\smartrotom\pokedex\registro\[[...params]]\page.tsx","TypeScript","21","4","1"
".\src\services\middleware.ts","TypeScript","20","4","1"
".\src\hooks\events\useUpdateProgress.ts","TypeScript","20","4","0"
".\src\hooks\events\useCreateTeam.ts","TypeScript","20","3","0"
".\src\utils\pokemonTranslations.ts","TypeScript","20","7","33"
".\src\utils\auth-errors.ts","TypeScript","20","4","1"
".\src\services\useSocket.ts","TypeScript","20","5","0"
".\src\hooks\events\useCreateAchievement.ts","TypeScript","20","3","0"
".\src\app\smartrotom\arcade\loot\_components\selector\BoxInfo.tsx","TypeScript","20","4","0"
".\src\app\(boffmedia)\(herramientas)\_components\FileTree.tsx","TypeScript","20","3","0"
".\i18n.js","JavaScript","20","1","0"
".\src\components\ui\form\FormSectionHeader.tsx","TypeScript","20","1","0"
".\src\app\smartrotom\mina\page.tsx","TypeScript","20","2","0"
".\src\app\smartrotom\liga\camaralucha\page.tsx","TypeScript","20","4","22"
".\src\components\smartrotom\shared\BaseStats.tsx","TypeScript","19","4","0"
".\src\app\wingull\invitacion\[id]\page.tsx","TypeScript","19","3","0"
".\src\app\smartrotom\pokedex\_components\StatusIcon.tsx","TypeScript","19","3","0"
".\src\tools\pmd-sky\_components\Header.tsx","TypeScript","19","2","0"
".\src\hooks\events\useLeaveTeam.ts","TypeScript","19","4","0"
".\src\hooks\events\useJoinTeam.ts","TypeScript","19","4","0"
".\src\app\(boffmedia)\_components\layout\BoffLayout.tsx","TypeScript","19","1","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\sobres\[expansion]\page.tsx","TypeScript","19","3","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\combates\[id]\page.tsx","TypeScript","19","7","28"
".\src\app\smartrotom\arcade\test\tama\_components\TamagotchiButtons.tsx","TypeScript","19","2","0"
".\src\app\smartrotom\arcade\loot\_components\_main\ErrorDisplay.tsx","TypeScript","19","4","0"
".\src\app\battlesim\replay\_components\ReplayControlsButton.tsx","TypeScript","19","3","0"
".\src\hooks\pokemon\useGetImage.ts","TypeScript","18","3","0"
".\src\hooks\chatapp\useCreateMessage.ts","TypeScript","18","4","0"
".\src\types\starbank.ts","TypeScript","18","2","0"
".\src\services\useViewPortWidth.ts","TypeScript","18","7","0"
".\src\components\smartrotom\GlobalErrorThrower.tsx","TypeScript","18","3","0"
".\src\app\smartrotom\error.tsx","TypeScript","18","1","1"
".\src\app\(boffmedia)\page.tsx","TypeScript","18","3","0"
".\src\app\smartrotom\taxi\components\LoadingOverlay.tsx","TypeScript","18","1","0"
".\src\app\smartrotom\pc\types\common.ts","TypeScript","18","4","4"
".\src\hooks\events\useCreateGame.ts","TypeScript","17","4","0"
".\src\hooks\mina\useGetUnclaimed.ts","TypeScript","17","4","0"
".\src\hooks\misiones\useUpdateNPCs.ts","TypeScript","17","4","0"
".\src\hooks\documents\useUpdateActiveNews.ts","TypeScript","17","4","0"
".\src\hooks\documents\useUpdateNewsStatus.ts","TypeScript","17","4","0"
".\src\hooks\events\useCreateEvent.ts","TypeScript","17","4","0"
".\src\hooks\misiones\useUploadCustomNpcImage.ts","TypeScript","17","4","0"
".\src\utils\moveTranslations.ts","TypeScript","17","6","27"
".\src\utils\socketHelpers.ts","TypeScript","17","3","1"
".\src\utils\spriteUtils.ts","TypeScript","17","6","10"
".\src\hooks\starbank\useCreateAccount.ts","TypeScript","17","4","0"
".\src\hooks\starbank\useShop.ts","TypeScript","17","4","0"
".\src\hooks\starbank\useTrainerDefeat.ts","TypeScript","17","4","0"
".\src\hooks\documents\useSaveNote.ts","TypeScript","17","4","0"
".\src\app\battlesim\mods\teras\formats.ts","TypeScript","17","1","1"
".\src\app\smartrotom\mewtwitch\_components\StatsBlock.tsx","TypeScript","17","3","0"
".\src\app\smartrotom\page.tsx","TypeScript","17","1","0"
".\src\app\(blog)\blog\layout.tsx","TypeScript","17","2","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\combates\page.tsx","TypeScript","17","5","39"
".\src\app\battlesim\calc\page.tsx","TypeScript","17","4","0"
".\src\components\common\PlayOnMountAudio.tsx","TypeScript","17","2","0"
".\src\hooks\chatapp\useCreateChat.ts","TypeScript","17","4","0"
".\src\hooks\documents\useCreateNote.ts","TypeScript","17","4","0"
".\src\hooks\documents\useGetNewsById.ts","TypeScript","17","4","0"
".\src\components\smartrotom\ficusai\types.ts","TypeScript","17","2","0"
".\src\hooks\_main\usePostArceuSpeak.ts","TypeScript","17","4","0"
".\src\hooks\apps\useOrderApps.ts","TypeScript","17","3","0"
".\src\hooks\apps\useAddAppForPlayer.ts","TypeScript","16","4","0"
".\src\app\smartrotom\pasaporte\_types\Achievement.ts","TypeScript","16","0","0"
".\src\hooks\chatapp\useCall.ts","TypeScript","16","4","0"
".\src\hooks\apps\useRemoveAppForPlayer.ts","TypeScript","16","4","0"
".\src\app\(clones)\ciclosimitacion\dbunit\page.tsx","TypeScript","16","1","0"
".\src\app\(boffmedia)\(herramientas)\layout.tsx","TypeScript","16","3","0"
".\src\app\smartrotom\arcade\loot\_components\_main\LoadingOverlay.tsx","TypeScript","16","3","0"
".\src\app\battlesim\replay\page.tsx","TypeScript","16","2","0"
".\src\hooks\events\useGetEventAchievements.ts","TypeScript","15","2","0"
".\src\hooks\events\useGetEventTeams.ts","TypeScript","15","3","0"
".\src\components\common\PlayOnUnmountAudio.tsx","TypeScript","15","2","0"
".\src\components\smartrotom\types\call.ts","TypeScript","15","4","0"
".\src\stores\globalErrorStore.ts","TypeScript","15","4","1"
".\src\types\dto\pc-pokemon.dto.ts","TypeScript","15","3","0"
".\src\hooks\events\useGetLeaderboard.ts","TypeScript","15","3","0"
".\src\hooks\events\useGetTeamLeaderboard.ts","TypeScript","15","3","0"
".\src\app\smartrotom\chatapp\personatest.tsx","TypeScript","15","2","0"
".\src\app\smartrotom\liga\_types\Pokemon.ts","TypeScript","15","1","0"
".\src\app\battlesim\_components\PokemonTeam.tsx","TypeScript","15","3","0"
".\src\app\smartrotom\arcade\voltorb\_components\types.ts","TypeScript","15","2","0"
".\src\app\smartrotom\taxi\components\map\CompassRose.tsx","TypeScript","15","0","0"
".\src\app\smartrotom\taxi\utils\coordinate-utils.ts","TypeScript","15","2","0"
".\src\app\smartrotom\mina\_types\Drops.ts","TypeScript","15","1","0"
".\src\app\smartrotom\pokedex\layout.tsx","TypeScript","15","3","0"
".\src\lib\subdomain.ts","TypeScript","14","3","1"
".\src\hooks\achievements\useGetAchievements.ts","TypeScript","14","4","1"
".\src\providers\SocketProvider.tsx","TypeScript","14","6","1"
".\src\types\dto\create-news-dto.ts","TypeScript","14","0","0"
".\src\stores\useSessionStore.ts","TypeScript","14","2","0"
".\src\components\smartrotom\Loading.tsx","TypeScript","14","2","0"
".\src\app\smartrotom\mina\_components\LinkMina.tsx","TypeScript","14","1","0"
".\src\app\(boffmedia)\(herramientas)\otros\sorteos\_hooks\useGiveawayAnimation.ts","TypeScript","14","2","0"
".\src\app\smartrotom\pasaporte\util.ts","TypeScript","14","2","0"
".\src\components\common\pokemon\PokemonItemImage.tsx","TypeScript","14","3","0"
".\src\app\smartrotom\pc\utils\pokemonUtils.ts","TypeScript","14","4","0"
".\src\app\wingull\pueblos\[pueblo]\utils.ts","TypeScript","13","1","0"
".\src\app\smartrotom\starbank\_hooks\useStarBank.ts","TypeScript","13","3","0"
".\src\app\battlesim\replay\[name]\page.tsx","TypeScript","13","3","0"
".\src\utils\refreshSession.ts","TypeScript","13","4","3"
".\src\services\useFetchSession.ts","TypeScript","13","2","0"
".\src\hooks\player\useGetBattleTeams.ts","TypeScript","13","2","0"
".\src\app\(boffmedia)\admin\events\_components\games\GameLoadingState.tsx","TypeScript","13","2","0"
".\src\app\(boffmedia)\admin\events\_components\events\EventLoadingState.tsx","TypeScript","13","2","0"
