"file","language","code","blank","comment"
".\src\components\smartrotom\shared\BaseSearchHeader.tsx","TypeScript","93","11","0"
".\src\services\api\smartrotom\minaService.ts","TypeScript","93","24","57"
".\src\app\battlesim\_components\BattlePreviewAvatar.tsx","TypeScript","93","10","8"
".\src\app\wingull\pueblos\[pueblo]\_components\sections\HeroSection.tsx","TypeScript","93","4","0"
".\src\app\smartrotom\pokedex\entrada\[[...params]]\page.tsx","TypeScript","92","22","0"
".\src\app\smartrotom\pokedex\spawns\page.tsx","TypeScript","92","6","0"
".\src\app\smartrotom\chatapp\_components\VideoMessage.tsx","TypeScript","92","5","0"
".\src\app\(boffmedia)\(herramientas)\cloc\page.tsx","TypeScript","92","7","0"
".\src\app\smartrotom\camara\_components\CameraZoomSlider.tsx","TypeScript","92","15","4"
".\src\lib\pokemonColors.ts","TypeScript","91","16","30"
".\src\app\smartrotom\starbank\graficas\_components\TransactionMetrics.tsx","TypeScript","91","8","0"
".\src\app\smartrotom\arcade\loot\_components\opening\Spinner.tsx","TypeScript","91","9","1"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamDeleteDialog.tsx","TypeScript","90","9","2"
".\src\app\smartrotom\mewtube\_components\VideoGrid.tsx","TypeScript","90","14","5"
".\src\components\ui\primitives\calendar.tsx","TypeScript","90","8","0"
".\src\app\(boffmedia)\admin\events\_components\games\GameDeleteDialog.tsx","TypeScript","90","9","1"
".\src\app\(boffmedia)\_components\sections\ToolsSpotlight.tsx","TypeScript","90","6","0"
".\src\app\(boffmedia)\admin\events\_components\achievements\AchievementDeleteDialog.tsx","TypeScript","90","9","2"
".\src\app\(boffmedia)\admin\events\_components\events\EventDeleteDialog.tsx","TypeScript","90","9","1"
".\src\app\smartrotom\camara\_components\GalleryView.tsx","TypeScript","89","4","0"
".\src\app\smartrotom\pokedex\page.tsx","TypeScript","89","5","0"
".\src\components\ui\navigation\ToolsMenu.tsx","TypeScript","89","3","0"
".\src\app\smartrotom\arcade\loot\page.tsx","TypeScript","89","7","0"
".\src\app\(boffmedia)\(eventos)\eventos\[id]\page.tsx","TypeScript","89","16","3"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\_components\CardItem copy.tsx","TypeScript","89","2","0"
".\src\app\(boffmedia)\(politicas)\reembolsos\page.tsx","TypeScript","89","6","0"
".\src\components\ui\primitives\button.tsx","TypeScript","88","13","1"
".\src\components\ui\display\CodeDisplay.tsx","TypeScript","88","5","0"
".\src\app\(boffmedia)\admin\events\_components\events\EventCard.tsx","TypeScript","88","6","2"
".\src\components\smartrotom\ficusai\MessageBubble.tsx","TypeScript","87","8","0"
".\src\app\smartrotom\tiempo\page.tsx","TypeScript","87","7","0"
".\src\components\ui\primitives\tabs.tsx","TypeScript","87","17","0"
".\src\components\ui\interactive\AnimatedToggle.tsx","TypeScript","87","6","0"
".\src\app\smartrotom\pasaporte\_components\ActiveTeam.tsx","TypeScript","87","8","0"
".\src\app\(boffmedia)\admin\events\_components\games\GamesTab.tsx","TypeScript","87","13","0"
".\src\app\(boffmedia)\admin\events\_components\events\EventsTab.tsx","TypeScript","87","13","0"
".\src\app\smartrotom\chatapp\_components\EmojiPicker.tsx","TypeScript","87","10","3"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamsTab.tsx","TypeScript","87","13","0"
".\src\app\smartrotom\pokedex\entrada\[[...params]]\_components\EntryHeader.tsx","TypeScript","86","5","0"
".\src\lib\smartrotom\optimizedAnimations.ts","TypeScript","86","11","18"
".\src\app\smartrotom\arcade\loot\_components\opening\ResultDisplayComponent.tsx","TypeScript","86","11","0"
".\src\app\smartrotom\mewtwitch\stream\[channel]\page.tsx","TypeScript","86","10","2"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\cards\HeaderCard.tsx","TypeScript","85","10","0"
".\src\app\wingull\pueblos\[pueblo]\_components\map\MarkerBadge.tsx","TypeScript","85","9","2"
".\src\app\smartrotom\furrettoday\_components\MainCard.tsx","TypeScript","85","10","0"
".\src\app\smartrotom\mewtube\video\[id]\page.tsx","TypeScript","84","11","1"
".\src\app\smartrotom\mina\reclamar\page.tsx","TypeScript","84","9","0"
".\src\components\ui\navigation\NotificationPopover.tsx","TypeScript","84","5","0"
".\src\app\smartrotom\mewtube\_components\VideoCard.tsx","TypeScript","84","7","1"
".\src\app\(boffmedia)\(eventos)\eventos\sugerir\page.tsx","TypeScript","84","14","1"
".\src\app\(boffmedia)\(eventos)\juegos\[id]\_components\GameEvents.tsx","TypeScript","84","9","1"
".\src\app\smartrotom\furrettoday\editar\_components\NewsContent.tsx","TypeScript","84","8","0"
".\src\app\(boffmedia)\error.tsx","TypeScript","83","10","0"
".\src\app\smartrotom\pc\components\filter\SearchBar.tsx","TypeScript","83","7","0"
".\src\app\(boffmedia)\(herramientas)\otros\keys\_components\KeysControls.tsx","TypeScript","83","3","0"
".\src\app\(boffmedia)\admin\events\page.tsx","TypeScript","83","15","2"
".\src\app\smartrotom\mewtwitch\video\_components\TwitchVideoPlayer.tsx","TypeScript","82","13","5"
".\src\tools\pmd-sky\SkyGenerator.tsx","TypeScript","82","7","0"
".\src\app\(boffmedia)\(herramientas)\mhwilds\page.tsx","TypeScript","82","5","0"
".\src\app\battlesim\calc\_utils\damageUtils.ts","TypeScript","82","13","21"
".\src\app\smartrotom\misiones\_types\questTypes.ts","TypeScript","81","13","0"
".\src\app\wingull\pueblos\[pueblo]\_components\properties\BusinessSection.tsx","TypeScript","81","10","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\galeria\_hooks\useGalleryData.ts","TypeScript","81","14","2"
".\src\app\smartrotom\mewtwitch\stream\_components\TwitchPlayer.tsx","TypeScript","81","13","5"
".\src\app\smartrotom\pc\components\team\TeamPanel.tsx","TypeScript","80","6","1"
".\src\app\smartrotom\mewtwitch\_services\historyService.ts","TypeScript","80","11","18"
".\src\app\smartrotom\pokedex\_components\PokedexTable.tsx","TypeScript","80","11","0"
".\src\hooks\usePokedexData.ts","TypeScript","80","17","1"
".\src\app\smartrotom\taxi\hooks\useMapInteractions.ts","TypeScript","80","12","3"
".\src\app\(clones)\ciclosimitacion\dbunit\_components\Content.tsx","TypeScript","80","8","0"
".\src\app\(boffmedia)\_components\layout\FloatingBackground.tsx","TypeScript","80","4","0"
".\src\app\smartrotom\arcade\voltorb\_components\Cell.tsx","TypeScript","80","5","0"
".\src\app\smartrotom\furrettoday\_components\NewsManager.tsx","TypeScript","80","6","0"
".\src\app\smartrotom\chatapp\_types\Chat.ts","TypeScript","80","13","0"
".\src\app\smartrotom\mewtube\_components\YoutubeResults.tsx","TypeScript","79","10","0"
".\src\app\smartrotom\mewtwitch\video\[id]\page.tsx","TypeScript","79","10","2"
".\src\app\(boffmedia)\contacto\_components\ContactForm.tsx","TypeScript","79","4","2"
".\src\app\(boffmedia)\_components\sections\SmartRotomSpotlight.tsx","TypeScript","79","3","0"
".\src\app\(boffmedia)\admin\events\_components\achievements\AchievementCard.tsx","TypeScript","79","3","0"
".\src\tools\pmd-sky\_components\PokemonSection.tsx","TypeScript","78","4","0"
".\src\app\smartrotom\chatapp\_components\EmojiMessage.tsx","TypeScript","78","7","1"
".\src\app\battlesim\_components\PokemonStatus.tsx","TypeScript","78","11","0"
".\src\app\smartrotom\mewtwitch\clip\[id]\page.tsx","TypeScript","77","10","2"
".\src\app\battlesim\dex\_hooks\useDexData.ts","TypeScript","77","12","5"
".\src\components\smartrotom\shared\BaseDetails.tsx","TypeScript","77","10","0"
".\src\types\misiones.ts","TypeScript","77","19","0"
".\src\components\ui\primitives\alert.tsx","TypeScript","77","14","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\page.tsx","TypeScript","77","5","0"
".\src\app\(boffmedia)\(eventos)\eventos\sugerir\_components\BasicInfoSection.tsx","TypeScript","77","6","0"
".\src\app\(boffmedia)\admin\events\_components\achievements\AchievementHeader.tsx","TypeScript","77","8","0"
".\src\app\battlesim\dex\_components\MovesTable.tsx","TypeScript","77","4","0"
".\src\app\(boffmedia)\admin\page.tsx","TypeScript","77","9","0"
".\src\components\boffmedia\sections\SectionError.tsx","TypeScript","76","10","0"
".\src\app\smartrotom\arcade\voltorb\_components\ConfirmationDialog.tsx","TypeScript","76","4","0"
".\src\tools\pmd-sky\_components\RewardSection.tsx","TypeScript","76","5","0"
".\src\services\api\smartrotom\playerService.ts","TypeScript","76","6","6"
".\src\app\battlesim\calc\types.ts","TypeScript","76","8","7"
".\src\app\(boffmedia)\(eventos)\eventos\sugerir\_components\EventPreview.tsx","TypeScript","76","8","0"
".\src\app\battlesim\replay\_components\BattleStateDebugger.tsx","TypeScript","76","12","2"
".\src\app\battlesim\dex\_components\ItemsList.tsx","TypeScript","76","7","3"
".\src\services\api\smartrotom\documentsService.ts","TypeScript","75","23","61"
".\src\services\api\tools\mhWildsService.ts","TypeScript","75","24","60"
".\src\tools\pmd-sky\_components\SkyForm.tsx","TypeScript","75","8","0"
".\src\app\smartrotom\chatapp\_components\StickerPicker.tsx","TypeScript","75","6","0"
".\src\components\smartrotom\twitch\StreamCard.tsx","TypeScript","75","8","0"
".\src\components\ui\navigation\WingullMenu.tsx","TypeScript","75","3","0"
".\src\app\smartrotom\pc\hooks\useContextMenu.ts","TypeScript","74","14","0"
".\src\components\smartrotom\youtube\VideoGrid.tsx","TypeScript","74","11","6"
".\src\app\(boffmedia)\admin\events\_components\events\EventsList.tsx","TypeScript","74","5","3"
".\src\app\(boffmedia)\(eventos)\clasificacion\_components\leaderboard\LeaderboardTabs.tsx","TypeScript","74","6","0"
".\src\app\(boffmedia)\(herramientas)\otros\keys\_components\KeysDataTable.tsx","TypeScript","74","3","0"
".\src\app\smartrotom\mewtube\_services\historyService.ts","TypeScript","73","14","20"
".\src\app\smartrotom\furrettoday\editar\_hooks\useNews.ts","TypeScript","73","13","0"
".\src\lib\PokemonImage.tsx","TypeScript","73","11","7"
".\src\components\ui\primitives\badge.tsx","TypeScript","73","6","0"
".\src\app\(boffmedia)\(eventos)\eventos\_components\EventsEmpty.tsx","TypeScript","73","9","0"
".\src\app\(boffmedia)\(eventos)\_components\LeaderboardFilters.tsx","TypeScript","73","4","0"
".\src\app\smartrotom\arcade\_util\rewardIcons.tsx","TypeScript","73","6","15"
".\src\app\battlesim\_components\Avatar.tsx","TypeScript","73","8","0"
".\src\app\smartrotom\starbank\calendario\_components\TransactionDialog.tsx","TypeScript","72","9","0"
".\src\app\battlesim\calc\_utils\initialState.ts","TypeScript","72","10","13"
".\src\app\(boffmedia)\(eventos)\juegos\page.tsx","TypeScript","72","8","3"
".\src\app\smartrotom\arcade\voltorb\_components\InfoPanel.tsx","TypeScript","71","5","0"
".\src\components\ui\navigation\LanguageSwitcher.tsx","TypeScript","71","9","0"
".\src\app\smartrotom\arcade\loot\_components\ItemDisplay.tsx","TypeScript","71","9","0"
".\next.config.mjs","JavaScript","71","10","5"
".\src\app\battlesim\dex\_components\PokemonFilters.tsx","TypeScript","71","10","1"
".\src\components\boffmedia\leaderboard\LeaderboardList.tsx","TypeScript","70","6","0"
".\src\app\smartrotom\taxi\components\TravelHistory.tsx","TypeScript","70","9","1"
".\src\stores\spriteManifestStore.ts","TypeScript","70","12","6"
".\src\components\ui\interactive\ActionButton.tsx","TypeScript","70","4","0"
".\src\app\battlesim\_components\PokemonImage.tsx","TypeScript","70","12","1"
".\src\app\(boffmedia)\(herramientas)\otros\sorteos\_components\GiveawayHeader.tsx","TypeScript","70","6","0"
".\src\app\smartrotom\starbank\calendario\_components\TransactionList.tsx","TypeScript","70","4","0"
".\src\app\battlesim\_utils\viewUtils.ts","TypeScript","70","19","16"
".\src\app\smartrotom\pokedex\_components\PokemonSearchBar.tsx","TypeScript","69","7","0"
".\src\app\(boffmedia)\(eventos)\eventos\page.tsx","TypeScript","69","8","3"
".\src\components\smartrotom\shared\BaseSearch.tsx","TypeScript","68","7","0"
".\src\app\smartrotom\misiones\_types\Quest.ts","TypeScript","68","13","0"
".\src\app\smartrotom\furrettoday\_components\Footer.tsx","TypeScript","68","5","0"
".\src\app\smartrotom\arcade\loot\_components\selector\LootBoxSelector.tsx","TypeScript","67","8","1"
".\src\app\smartrotom\chatapp\_components\CallMessage.tsx","TypeScript","67","8","0"
".\src\components\boffmedia\leaderboard\LeaderboardEmptyState.tsx","TypeScript","67","6","0"
".\src\app\smartrotom\arcade\loot\_components\collection\CollectionGrid.tsx","TypeScript","67","8","0"
".\src\app\(boffmedia)\(eventos)\juegos\[id]\page.tsx","TypeScript","67","11","0"
".\src\app\(boffmedia)\(herramientas)\otros\keys\_components\KeysTable.tsx","TypeScript","67","11","0"
".\src\app\(boffmedia)\(herramientas)\otros\keys\_hooks\useFetchSteamData.ts","TypeScript","67","11","0"
".\src\app\wingull\_components\MovingSection.tsx","TypeScript","66","9","1"
".\src\tools\pmd-sky\_components\LocationSection.tsx","TypeScript","66","4","0"
".\src\app\(boffmedia)\(herramientas)\otros\sorteos\_components\Spinner.tsx","TypeScript","66","8","0"
".\src\app\battlesim\calc\_hooks\useFieldState.ts","TypeScript","66","6","4"
".\src\app\smartrotom\starbank\_components\TransactionSuccess.tsx","TypeScript","65","8","0"
".\src\components\ui\primitives\collapsible.tsx","TypeScript","65","16","0"
".\src\app\(boffmedia)\styles\colors\page.tsx","TypeScript","65","3","0"
".\src\app\smartrotom\arcade\voltorb\_components\Messages.tsx","TypeScript","65","4","0"
".\src\app\smartrotom\arcade\loot\_components\selector\BoxDisplay.tsx","TypeScript","64","5","0"
".\src\app\smartrotom\chatapp\_components\TextMessage.tsx","TypeScript","64","3","0"
".\src\services\api\smartrotom\achievementsService.ts","TypeScript","64","10","26"
".\src\app\battlesim\calc\_hooks\usePokedexData.ts","TypeScript","64","11","2"
".\src\app\(boffmedia)\(politicas)\cancelaciones\page.tsx","TypeScript","64","1","0"
".\src\app\(boffmedia)\(politicas)\devoluciones\page.tsx","TypeScript","64","1","0"
".\src\app\(boffmedia)\_components\sections\HeroSection.tsx","TypeScript","64","2","0"
".\src\app\smartrotom\pc\components\details\PokemonStats.tsx","TypeScript","63","6","0"
".\src\app\smartrotom\pokedex\localizacion\page.tsx","TypeScript","63","6","1"
".\src\app\smartrotom\mewtwitch\clip\_components\ClipDetails.tsx","TypeScript","63","10","0"
".\src\app\(boffmedia)\admin\events\_components\achievements\AchievementEditDialog.tsx","TypeScript","63","9","1"
".\src\app\battlesim\_components\BattleSideBar.tsx","TypeScript","63","14","2"
".\src\app\smartrotom\mewtwitch\user\_components\UserHeader.tsx","TypeScript","62","6","0"
".\src\app\smartrotom\mewtwitch\stream\_components\StreamDetails.tsx","TypeScript","62","7","0"
".\src\app\smartrotom\arcade\test\_components\PmdSprite.tsx","TypeScript","62","7","0"
".\src\components\boffmedia\sections\SectionLoading.tsx","TypeScript","62","5","0"
".\src\app\wingull\pueblos\[pueblo]\_components\properties\PropertiesSection.tsx","TypeScript","62","9","0"
".\src\app\smartrotom\pc\types\filter.types.ts","TypeScript","62","15","11"
".\src\app\(boffmedia)\admin\events\_components\events\EventEditDialog.tsx","TypeScript","62","10","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\_components\RecentUpdates.tsx","TypeScript","62","3","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\_components\CardGrid.tsx","TypeScript","62","4","0"
".\src\app\battlesim\dex\_components\PokemonStats.tsx","TypeScript","62","6","1"
".\src\app\battlesim\calc\_components\panel\TypeDisplay.tsx","TypeScript","62","6","2"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamCard.tsx","TypeScript","62","3","0"
".\src\components\smartrotom\shared\BaseProfileHeader.tsx","TypeScript","61","11","1"
".\src\components\ui\navigation\UserAuthSection.tsx","TypeScript","61","7","0"
".\src\app\smartrotom\arcade\loot\_utils\rarityConfig.ts","TypeScript","61","3","0"
".\src\components\smartrotom\MinecraftWeather.tsx","TypeScript","61","3","0"
".\src\app\smartrotom\mewtwitch\video\_components\VideoDetails.tsx","TypeScript","60","5","0"
".\src\app\smartrotom\arcade\voltorb\_components\GameGrid.tsx","TypeScript","60","3","0"
".\src\app\smartrotom\starbank\graficas\_components\ChartsSkeleton.tsx","TypeScript","60","6","0"
".\src\app\smartrotom\pasaporte\_components\BadgePage.tsx","TypeScript","60","8","1"
".\src\app\smartrotom\arcade\test\types.ts","TypeScript","60","9","0"
".\src\app\(clones)\ciclosimitacion\page.tsx","TypeScript","60","7","0"
".\src\app\(boffmedia)\(eventos)\eventos\[id]\_components\EventStats.tsx","TypeScript","60","5","0"
".\src\app\smartrotom\arcade\loot\_components\collection\ItemDetailModal.tsx","TypeScript","60","11","1"
".\src\app\smartrotom\arcade\_components\ArcadeTopBar.tsx","TypeScript","60","6","0"
".\src\components\boffmedia\event\EventCard.tsx","TypeScript","59","3","0"
".\src\app\smartrotom\arcade\voltorb\_components\config.ts","TypeScript","59","1","8"
".\src\components\ui\primitives\scroll-area.tsx","TypeScript","59","11","0"
".\src\components\ui\interactive\ComboboxWithPreview.tsx","TypeScript","59","3","0"
".\src\app\smartrotom\arcade\loot\_components\opening\SpinnerItem.tsx","TypeScript","59","6","0"
".\src\app\(boffmedia)\(eventos)\eventos\sugerir\_components\SuggestEventGuidelines.tsx","TypeScript","59","3","0"
".\src\app\(boffmedia)\(eventos)\eventos\sugerir\_components\EventTypeSelector.tsx","TypeScript","59","4","0"
".\src\app\smartrotom\arcade\loot\_components\collection\CollectionFilters.tsx","TypeScript","59","6","0"
".\src\app\(boffmedia)\(herramientas)\mhwilds\builds\planner\_components\BuildImport.tsx","TypeScript","59","11","1"
".\src\app\smartrotom\arcade\test\sprite\page.tsx","TypeScript","58","7","0"
".\src\app\smartrotom\arcade\voltorb\page.tsx","TypeScript","58","5","0"
".\src\components\smartrotom\ficusai\PokemonStatsCard.tsx","TypeScript","58","5","0"
".\src\app\battlesim\calc\_utils\pokemonData.ts","TypeScript","58","5","4"
".\src\app\(boffmedia)\(eventos)\eventos\_components\EventFilters.tsx","TypeScript","58","3","0"
".\src\app\(boffmedia)\(eventos)\eventos\sugerir\_components\DateTimeSection.tsx","TypeScript","58","5","0"
".\src\app\battlesim\_hooks\useBattleActions.tsx","TypeScript","58","10","0"
".\src\app\wingull\pueblos\[pueblo]\_components\amenities\AmenitiesSection.tsx","TypeScript","57","10","0"
".\src\lib\minecraftWeather.tsx","TypeScript","57","5","0"
".\src\services\api\smartrotom\chatAppService.ts","TypeScript","57","12","36"
".\src\app\smartrotom\pokedex\entrada\[[...params]]\_components\TreeRenderer.tsx","TypeScript","57","6","0"
".\src\app\(boffmedia)\(eventos)\juegos\_components\GameFilters.tsx","TypeScript","57","2","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\sobres\page.tsx","TypeScript","57","4","0"
".\src\app\smartrotom\mewtube\channel\_components\ChannelHeader.tsx","TypeScript","57","5","0"
".\src\app\smartrotom\mewtube\video\_components\VideoDetails.tsx","TypeScript","56","5","0"
".\src\stores\cameraGalleryStore.ts","TypeScript","56","3","0"
".\src\app\battlesim\dex\_components\PokemonSearchBar.tsx","TypeScript","56","7","3"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\_components\FilterComponent.tsx","TypeScript","56","4","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\combates\_components\QuestDisplay.tsx","TypeScript","56","3","0"
".\src\components\ui\navigation\Link.tsx","TypeScript","55","11","0"
".\src\app\smartrotom\pokedex\entrada\[[...params]]\_components\FormsSection.tsx","TypeScript","55","5","0"
".\src\app\(boffmedia)\(herramientas)\mhwilds\tree\_hooks\useWeaponTreeData.ts","TypeScript","55","11","4"
".\src\app\smartrotom\taxi\components\map\MapHeader.tsx","TypeScript","54","2","0"
".\src\components\boffmedia\layouts\GameToolsLayout\index.tsx","TypeScript","54","12","0"
".\src\tools\pmd-sky\_components\QuestConfigurationSection.tsx","TypeScript","54","4","0"
".\src\app\smartrotom\mina\drops\page.tsx","TypeScript","54","2","0"
".\src\app\battlesim\calc\_components\CalculatorForm.tsx","TypeScript","54","9","0"
".\src\app\smartrotom\admin\_components\GridBackground.tsx","TypeScript","54","4","0"
".\src\app\smartrotom\arcade\loot\_components\_main\InfoModal.tsx","TypeScript","54","2","0"
".\src\components\ui\primitives\popover.tsx","TypeScript","53","12","0"
".\src\lib\smartrotom\pokemonStyles.ts","TypeScript","53","11","21"
".\src\services\api\smartrotom\usersService.ts","TypeScript","53","13","39"
".\src\components\ui\navigation\BreadbrumbNav.tsx","TypeScript","53","12","5"
".\src\app\battlesim\calc\_components\panel\HpControl.tsx","TypeScript","53","3","0"
".\src\app\smartrotom\mewtube\history\_components\History.tsx","TypeScript","53","10","5"
".\src\app\wingull\invitacion\[id]\_components\InvitacionNoEncontrada.tsx","TypeScript","53","1","0"
".\src\app\battlesim\dex\_components\AbilitiesList.tsx","TypeScript","52","3","0"
".\src\app\smartrotom\arcade\voltorb\_components\MemoPanel.tsx","TypeScript","52","5","0"
".\src\app\(boffmedia)\admin\events\_components\achievements\AchievementCreateDialog.tsx","TypeScript","52","8","1"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\galeria\page.tsx","TypeScript","52","5","0"
".\src\app\(boffmedia)\_components\sections\FeaturedSection.tsx","TypeScript","52","3","0"
".\src\app\wingull\pueblos\[pueblo]\_components\map\CompleteMarker.tsx","TypeScript","51","3","1"
".\src\app\wingull\invitacion\[id]\_components\InvitacionUsada.tsx","TypeScript","51","1","0"
".\src\app\wingull\pueblos\[pueblo]\_components\map\MarkerLabel.tsx","TypeScript","51","6","2"
".\src\tools\pmd-sky\_hooks\useSkyFormHandlers.ts","TypeScript","51","9","0"
".\src\components\smartrotom\apps\App.tsx","TypeScript","51","6","0"
".\src\app\(boffmedia)\admin\events\_components\events\EventCreateDialog.tsx","TypeScript","51","10","0"
".\src\app\(boffmedia)\(herramientas)\otros\keys\_hooks\useGetKeys.ts","TypeScript","51","11","0"
".\src\app\battlesim\_components\Hazard.tsx","TypeScript","51","11","1"
".\src\app\smartrotom\pokedex\entrada\[[...params]]\_components\EvoTree.tsx","TypeScript","51","5","0"
".\src\app\battlesim\dex\_components\PokemonListItem.tsx","TypeScript","51","8","2"
".\src\app\smartrotom\pokedex\entrada\[[...params]]\_components\TypeTable.tsx","TypeScript","50","4","2"
".\src\app\smartrotom\furrettoday\_components\Header.tsx","TypeScript","50","5","0"
".\src\components\smartrotom\ui\button.tsx","TypeScript","50","5","0"
".\src\app\smartrotom\taxi\components\map\OffscreenIndicator.tsx","TypeScript","50","6","1"
".\src\app\smartrotom\arcade\loot\_hooks\useCollectionFilter.ts","TypeScript","50","11","1"
".\src\app\(boffmedia)\admin\events\_components\games\GameEditDialog.tsx","TypeScript","50","7","0"
".\src\app\(boffmedia)\(herramientas)\_components\TreeNode.tsx","TypeScript","50","5","0"
".\src\app\smartrotom\arcade\loot\_components\opening\BoxAnimation.tsx","TypeScript","50","4","0"
".\src\app\battlesim\_components\PokemonElement.tsx","TypeScript","50","4","0"
".\src\components\smartrotom\MinecraftFunctions.tsx","TypeScript","49","11","0"
".\src\app\smartrotom\pokedex\_components\MenuHeader.tsx","TypeScript","49","3","0"
".\src\services\api\smartrotom\misionesService.ts","TypeScript","49","14","42"
".\src\components\smartrotom\MinecraftSkin.tsx","TypeScript","49","13","0"
".\src\app\smartrotom\arcade\squirdle\_hooks\useGetWordlePokemon.ts","TypeScript","49","7","2"
".\src\app\battlesim\calc\_utils\damageCalculator.ts","TypeScript","49","13","0"
".\src\app\smartrotom\chatapp\_components\StickerMessage.tsx","TypeScript","49","2","0"
".\src\app\smartrotom\arcade\test\_util\utils.ts","TypeScript","49","7","0"
".\src\app\smartrotom\starbank\transacciones\_components\TransactionSkeleton.tsx","TypeScript","48","3","0"
".\src\app\smartrotom\pokedex\habilidades\_components\AbilityData.tsx","TypeScript","48","6","0"
".\src\app\wingull\pueblos\[pueblo]\_components\map\TownMapSection.tsx","TypeScript","48","8","1"
".\src\stores\useSocketStore.ts","TypeScript","48","11","12"
".\src\services\api\smartrotom\starbankService.ts","TypeScript","48","16","42"
".\src\app\smartrotom\pokedex\_types\move.ts","TypeScript","48","5","0"
".\src\app\(boffmedia)\admin\events\_components\achievements\AchievementsList.tsx","TypeScript","48","4","0"
".\src\app\(boffmedia)\(eventos)\eventos\[id]\_components\ParticipantsGrid.tsx","TypeScript","48","5","0"
".\src\app\smartrotom\arcade\loot\_components\_main\LootBoxHeader.tsx","TypeScript","48","4","0"
".\src\app\smartrotom\arcade\loot\_utils\getThemeColors.ts","TypeScript","48","1","0"
".\src\app\smartrotom\arcade\loot\_components\opening\LootBoxOpening.tsx","TypeScript","48","5","0"
".\src\app\smartrotom\admin\_components\AdminPageLayout.tsx","TypeScript","47","7","0"
".\src\app\(clones)\ciclosimitacion\dbunit\_hooks\useJsonToDbUnit.ts","TypeScript","47","6","0"
".\src\app\wingull\pueblos\[pueblo]\_components\map\MapWithDetails.tsx","TypeScript","47","4","0"
".\src\types\pokedex.ts","TypeScript","47","10","0"
".\src\components\common\ckeditor\ckeditor.d.ts","TypeScript","47","0","4"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamHeader.tsx","TypeScript","47","6","0"
".\src\app\(boffmedia)\(herramientas)\otros\sorteos\_components\SpinnerAnimation.tsx","TypeScript","47","7","0"
".\src\app\(boffmedia)\(eventos)\eventos\sugerir\_components\SuggestEventForm.tsx","TypeScript","47","7","0"
".\src\app\(boffmedia)\_components\sections\SmartRotomVideo.tsx","TypeScript","47","4","0"
".\src\app\(boffmedia)\admin\events\_components\teams\TeamEditDialog.tsx","TypeScript","47","7","0"
".\src\app\(boffmedia)\_components\ui\SectionSeparator.tsx","TypeScript","47","5","0"
".\src\app\smartrotom\taxi\hooks\useMapState.ts","TypeScript","46","8","0"
".\src\components\ui\primitives\slider.tsx","TypeScript","46","7","0"
".\src\components\ui\primitives\tooltip.tsx","TypeScript","46","13","0"
".\src\app\smartrotom\pc\lib\pokemonConversion.ts","TypeScript","46","6","18"
".\src\app\smartrotom\admin\_components\TerminalCard.tsx","TypeScript","46","3","0"
".\src\app\smartrotom\admin\_components\Vignette.tsx","TypeScript","46","4","1"
".\src\app\smartrotom\arcade\loot\_components\collection\CollectionPagination.tsx","TypeScript","46","5","0"
".\src\app\smartrotom\pokedex\_components\LastRegistries.tsx","TypeScript","45","6","0"
".\src\app\smartrotom\mina\_components\BarraEnergia.tsx","TypeScript","45","6","0"
".\src\app\smartrotom\camara\_components\CameraBottomControls.tsx","TypeScript","45","2","0"
".\src\components\smartrotom\shared\BaseContentGrid.tsx","TypeScript","45","9","0"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\decorative\OrnamentalDots.tsx","TypeScript","45","3","0"
".\src\app\smartrotom\pokedex\entrada\[[...params]]\_components\PalettesSection.tsx","TypeScript","45","6","1"
".\src\app\(boffmedia)\admin\events\_components\games\GameHeader.tsx","TypeScript","45","6","0"
".\src\app\(boffmedia)\admin\events\_components\events\EventHeader.tsx","TypeScript","45","6","0"
".\src\app\(boffmedia)\(herramientas)\pokemon\tcgpocket\_components\ProbabilityTable.tsx","TypeScript","45","3","0"
".\src\app\smartrotom\arcade\_components\InstructionsModal.tsx","TypeScript","45","2","0"
".\src\app\battlesim\_utils\battleActions.ts","TypeScript","45","14","5"
".\src\app\battlesim\_utils\AnimationQueque.ts","TypeScript","45","12","26"
".\src\app\wingull\pueblos\[pueblo]\_components\shared\decorative\BackgroundDecorations.tsx","TypeScript","44","5","0"
".\src\app\wingull\pueblos\[pueblo]\types.ts","TypeScript","44","5","1"
".\src\app\smartrotom\pokedex\entrada\[[...params]]\_components\TypeBadge.tsx","TypeScript","44","6","0"
